rank,name,first_print_year,cmc,color,card_type,keywords,keyword_count,categories,semantic_count,total_ability_count,abilities_per_cmc
11508,Elvish Champion,2000,3.0,Green,Creature,,0,"pump, evasion",2,2,0.6666666666666666
11509,Bearscape,2001,3.0,Green,Enchantment,,0,"tokens, graveyard",2,2,0.6666666666666666
11510,Resounding Wave,2008,3.0,Blue,Instant,Cycling,1,removal,1,2,0.6666666666666666
11511,Relic Putrescence,2010,3.0,Black,Enchantment,Enchant,1,,1,2,0.6666666666666666
11512,Relic Vial,2020,3.0,Colorless,Artifact,,0,"card_advantage, life",2,2,0.6666666666666666
11513,Bellowsbreath Ogre,2022,3.0,Red,Creature,Intensity,1,,1,2,0.6666666666666666
11514,Reduce in Stature,2015,3.0,Blue,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11515,Day of the Moon,2023,3.0,Red,Enchantment,Goad,1,,1,2,0.6666666666666666
11516,Intrepid Rabbit,2024,3.0,White,Creature,Offspring,1,pump,1,2,0.6666666666666666
11517,Fettergeist,2012,3.0,Blue,Creature,Flying,1,,1,2,0.6666666666666666
11518,Izzet Locket,2018,3.0,Colorless,Artifact,,0,"card_advantage, ramp",2,2,0.6666666666666666
11519,Bone Sabres,2022,3.0,Green,Artifact,Equip,1,counters,1,2,0.6666666666666666
11520,Guardians of Akrasa,2008,3.0,White,Creature,"Exalted, Defender",2,,0,2,0.6666666666666666
11521,Displacer Beast,2021,3.0,Blue,Creature,Venture into the dungeon,1,,1,2,0.6666666666666666
11522,Gustcloak Harrier,2002,3.0,White,Creature,Flying,1,,1,2,0.6666666666666666
11523,Burning Curiosity,2026,3.0,Red,Sorcery,Blight,1,,1,2,0.6666666666666666
11524,"Numa, Joraga Chieftain",2020,3.0,Green,Creature,Partner,1,,1,2,0.6666666666666666
11525,Family's Favor,2022,3.0,Green,Enchantment,,0,"card_advantage, counters",2,2,0.6666666666666666
11526,Vegetation Abomination,2022,3.0,Green,Creature,Deathtouch,1,,1,2,0.6666666666666666
11527,Clamor Shaman,2019,3.0,Red,Creature,Riot,1,,1,2,0.6666666666666666
11528,"Svella, Ice Shaper",2021,3.0,Multicolor,Creature,,0,"tokens, ramp",2,2,0.6666666666666666
11529,Lantern Scout,2015,3.0,White,Creature,Rally,1,,1,2,0.6666666666666666
11530,Wandering Goblins,2009,3.0,Red,Creature,Domain,1,pump,1,2,0.6666666666666666
11531,Momentum,1999,3.0,Green,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11532,Prison Realm,2019,3.0,White,Enchantment,Scry,1,removal,1,2,0.6666666666666666
11533,Gruul Cluestone,2013,3.0,Colorless,Artifact,,0,"card_advantage, ramp",2,2,0.6666666666666666
11534,Reaping the Graves,2003,3.0,Black,Instant,Storm,1,graveyard,1,2,0.6666666666666666
11535,Suffocating Fumes,2020,3.0,Black,Instant,Cycling,1,removal,1,2,0.6666666666666666
11536,"Morska, Undersea Sleuth",2024,3.0,Multicolor,Creature,Investigate,1,counters,1,2,0.6666666666666666
11537,Blanchwood Armor,1998,3.0,Green,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11538,Ashiok's Adept,2014,3.0,Black,Creature,Heroic,1,discard,1,2,0.6666666666666666
11539,Ghostly Possession,2011,3.0,White,Enchantment,Enchant,1,protection,1,2,0.6666666666666666
11540,Woolly Spider,1995,3.0,Green,Creature,Reach,1,pump,1,2,0.6666666666666666
11541,Gideon Blackblade,2019,3.0,White,Planeswalker,,0,"removal, protection",2,2,0.6666666666666666
11542,Ichthyomorphosis,2020,3.0,Blue,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11543,Arrest,1999,3.0,White,Enchantment,Enchant,1,stax,1,2,0.6666666666666666
11544,Huddle Up,2018,3.0,Blue,Sorcery,Assist,1,card_advantage,1,2,0.6666666666666666
11545,"Teysa, Orzhov Scion",2006,3.0,Multicolor,Creature,,0,"removal, tokens",2,2,0.6666666666666666
11546,Pegasus Charger,1998,3.0,White,Creature,"Flying, First strike",2,,0,2,0.6666666666666666
11547,Voda Sea Scavenger,2022,3.0,Blue,Creature,Domain,1,,1,2,0.6666666666666666
11548,Belbe's Percher,2000,3.0,Black,Creature,Flying,1,,1,2,0.6666666666666666
11549,Brimstone Mage,2010,3.0,Red,Creature,Level Up,1,direct_damage,1,2,0.6666666666666666
11550,Quistis Trepe,2025,3.0,Blue,Creature,Blue Magic,1,,1,2,0.6666666666666666
11551,Tempting Witch,2019,3.0,Black,Creature,Food,1,tokens,1,2,0.6666666666666666
11552,Quicksilver Wall,2000,3.0,Blue,Creature,Defender,1,,1,2,0.6666666666666666
11553,Fear of Ridicule,2024,3.0,Black,Creature,,0,"tokens, copy",2,2,0.6666666666666666
11554,Exploding Barrel,2026,3.0,Colorless,Artifact,,0,"direct_damage, ramp",2,2,0.6666666666666666
11555,Yavimaya Gnats,1995,3.0,Green,Creature,Flying,1,protection,1,2,0.6666666666666666
11556,Battle for Bretagard,2021,3.0,Multicolor,Enchantment,,0,"tokens, copy",2,2,0.6666666666666666
11557,Myr Reservoir,2010,3.0,Colorless,Artifact,,0,"ramp, graveyard",2,2,0.6666666666666666
11558,Land's Edge,1994,3.0,Red,Enchantment,,0,"direct_damage, discard",2,2,0.6666666666666666
11559,Devout Witness,1999,3.0,White,Creature,,0,"removal, discard",2,2,0.6666666666666666
11560,Skaab Ruinator,2011,3.0,Blue,Creature,Flying,1,graveyard,1,2,0.6666666666666666
11561,Alpha Status,2003,3.0,Green,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11562,Agility Bobblehead,2024,3.0,Colorless,Artifact,,0,"ramp, evasion",2,2,0.6666666666666666
11563,Wolfir Avenger,2012,3.0,Green,Creature,Flash,1,protection,1,2,0.6666666666666666
11564,Myth Unbound,2018,3.0,Green,Enchantment,,0,"card_advantage, ramp",2,2,0.6666666666666666
11565,Guy in the Chair,2025,3.0,Green,Creature,,0,"counters, ramp",2,2,0.6666666666666666
11566,Dragon Bell Monk,2015,3.0,White,Creature,"Prowess, Vigilance",2,,0,2,0.6666666666666666
11567,Thunder of Unity,2025,3.0,Multicolor,Enchantment,,0,"card_advantage, life",2,2,0.6666666666666666
11568,Wirefly Hive,2004,3.0,Colorless,Artifact,,0,"removal, tokens",2,2,0.6666666666666666
11569,Cradle Guard,1998,3.0,Green,Creature,"Trample, Echo",2,,0,2,0.6666666666666666
11570,"Tyvar, Jubilant Brawler",2023,3.0,Multicolor,Planeswalker,Mill,1,graveyard,1,2,0.6666666666666666
11571,Out of Time,2021,3.0,White,Enchantment,Vanishing,1,blink,1,2,0.6666666666666666
11572,Jund Sojourners,2009,3.0,Multicolor,Creature,Cycling,1,direct_damage,1,2,0.6666666666666666
11573,High-Flying Ace,2026,3.0,White,Creature,Flying,1,,1,2,0.6666666666666666
11574,Pack Attack,2022,3.0,Red,Instant,,0,"card_advantage, pump",2,2,0.6666666666666666
11575,Kavu Aggressor,2000,3.0,Red,Creature,Kicker,1,,1,2,0.6666666666666666
11576,Lobber Crew,2012,3.0,Red,Creature,Defender,1,direct_damage,1,2,0.6666666666666666
11577,Overseer of Vault 76,2024,3.0,White,Creature,First Contact,1,counters,1,2,0.6666666666666666
11578,Blade-Blizzard Kitsune,2022,3.0,White,Creature,"Ninjutsu, Double strike",2,,0,2,0.6666666666666666
11579,"Breeches, the Blastmaker",2024,3.0,Multicolor,Creature,Menace,1,,1,2,0.6666666666666666
11580,Aetherstream Leopard,2017,3.0,Green,Creature,Trample,1,pump,1,2,0.6666666666666666
11581,Skittering Surveyor,2018,3.0,Colorless,Creature,,0,"ramp, tutor",2,2,0.6666666666666666
11582,Emperor Apatzec Intli IV,2024,3.0,Multicolor,Creature,Seek,1,life,1,2,0.6666666666666666
11583,Burrowing Razormaw,2022,3.0,Green,Creature,Mill,1,,1,2,0.6666666666666666
11584,Bog Witch,1999,3.0,Black,Creature,,0,"ramp, discard",2,2,0.6666666666666666
11585,Tidal Control,1996,3.0,Blue,Enchantment,Cumulative upkeep,1,counterspell,1,2,0.6666666666666666
11586,Bog Down,2001,3.0,Black,Sorcery,Kicker,1,discard,1,2,0.6666666666666666
11587,Magmatic Sprinter,2023,3.0,Red,Creature,Haste,1,counters,1,2,0.6666666666666666
11588,Fearsome Temper,2014,3.0,Red,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11589,Lightning Prowess,2012,3.0,Red,Enchantment,Enchant,1,direct_damage,1,2,0.6666666666666666
11590,Radiant's Judgment,1999,3.0,White,Instant,Cycling,1,removal,1,2,0.6666666666666666
11591,Rendclaw Trow,2008,3.0,Colorless,Creature,"Persist, Wither",2,,0,2,0.6666666666666666
11592,Mistral Singer,2020,3.0,Blue,Creature,"Flying, Prowess",2,,0,2,0.6666666666666666
11593,Tishana's Wayfinder,2017,3.0,Green,Creature,Explore,1,,1,2,0.6666666666666666
11594,Chittering Skitterling,2023,3.0,Black,Creature,Corrupted,1,card_advantage,1,2,0.6666666666666666
11595,Wellspring,1996,3.0,Multicolor,Enchantment,Enchant,1,steal,1,2,0.6666666666666666
11596,Furnace Spirit,1998,3.0,Red,Creature,Haste,1,pump,1,2,0.6666666666666666
11597,Shadow Urchin,2026,3.0,Colorless,Creature,Blight,1,,1,2,0.6666666666666666
11598,Drake Haven,2017,3.0,Blue,Enchantment,,0,"tokens, discard",2,2,0.6666666666666666
11599,Holy Avenger,2021,3.0,White,Artifact,Equip,1,,1,2,0.6666666666666666
11600,Braided Net // Braided Quipu,2023,3.0,Blue,Artifact,Craft,1,counters,1,2,0.6666666666666666
11601,Ebonblade Reaper,2002,3.0,Black,Creature,Morph,1,,1,2,0.6666666666666666
11602,Svyelun of Sea and Sky,2021,3.0,Blue,Creature,,0,"card_advantage, protection",2,2,0.6666666666666666
11603,Wall of Resurgence,2016,3.0,White,Creature,Defender,1,counters,1,2,0.6666666666666666
11604,Diving Griffin,2000,3.0,White,Creature,"Flying, Vigilance",2,,0,2,0.6666666666666666
11605,Honeymoon Hearse,2021,3.0,Red,Artifact,Trample,1,,1,2,0.6666666666666666
11606,One-Eyed Scarecrow,2011,3.0,Colorless,Creature,Defender,1,,1,2,0.6666666666666666
11607,Invoke the Divine,2018,3.0,White,Instant,,0,"removal, life",2,2,0.6666666666666666
11608,Honor's Reward,2015,3.0,White,Instant,Bolster,1,life,1,2,0.6666666666666666
11609,Zagoth Crystal,2020,3.0,Colorless,Artifact,Cycling,1,ramp,1,2,0.6666666666666666
11610,Experimental Confectioner,2023,3.0,Black,Creature,Food,1,tokens,1,2,0.6666666666666666
11611,"Squall, Gunblade Duelist",2025,3.0,Multicolor,Creature,First strike,1,,1,2,0.6666666666666666
11612,Mace of the Valiant,2019,3.0,White,Artifact,Equip,1,pump,1,2,0.6666666666666666
11613,Krosan Warchief,2003,3.0,Green,Creature,,0,"ramp, protection",2,2,0.6666666666666666
11614,Dauthi Jackal,1998,3.0,Black,Creature,Shadow,1,removal,1,2,0.6666666666666666
11615,"Momo, Rambunctious Rascal",2025,3.0,White,Creature,Flying,1,direct_damage,1,2,0.6666666666666666
11616,Martyr's Soul,2019,3.0,White,Creature,Convoke,1,counters,1,2,0.6666666666666666
11617,Skeleton Scavengers,1998,3.0,Black,Creature,,0,"counters, protection",2,2,0.6666666666666666
11618,Starnheim Memento,2024,3.0,Colorless,Artifact,,0,"ramp, pump",2,2,0.6666666666666666
11619,Words of Wilding,2002,3.0,Green,Enchantment,,0,"card_advantage, tokens",2,2,0.6666666666666666
11620,Stensia Masquerade,2016,3.0,Red,Enchantment,Madness,1,counters,1,2,0.6666666666666666
11621,Reinforced Bulwark,2010,3.0,Colorless,Creature,Defender,1,protection,1,2,0.6666666666666666
11622,Mega Flare,2025,3.0,Red,Sorcery,Kicker,1,tokens,1,2,0.6666666666666666
11623,Righteous Valkyrie,2021,3.0,White,Creature,Flying,1,pump,1,2,0.6666666666666666
11624,A-Lapis Orb of Dragonkind,2022,3.0,Blue,Artifact,Scry,1,ramp,1,2,0.6666666666666666
11625,Kill! Destroy!,2004,3.0,Black,Instant,,0,"removal, graveyard",2,2,0.6666666666666666
11626,Gargoyle Sentinel,2010,3.0,Colorless,Creature,Defender,1,,1,2,0.6666666666666666
11627,Burnished Hart,2013,3.0,Colorless,Creature,,0,"ramp, tutor",2,2,0.6666666666666666
11628,Spark Reaper,2019,3.0,Black,Creature,,0,"card_advantage, life",2,2,0.6666666666666666
11629,Giantbaiting,2008,3.0,Colorless,Sorcery,Conspire,1,tokens,1,2,0.6666666666666666
11630,Sonorous Howlbonder,2020,3.0,Colorless,Creature,Menace,1,evasion,1,2,0.6666666666666666
11631,Gaseous Form,1994,3.0,Blue,Enchantment,Enchant,1,protection,1,2,0.6666666666666666
11632,Long-Forgotten Gohei,2004,3.0,Colorless,Artifact,,0,"ramp, pump",2,2,0.6666666666666666
11633,Grixis Battlemage,2008,3.0,Black,Creature,,0,"card_advantage, discard",2,2,0.6666666666666666
11634,Mesa Cavalier,2022,3.0,White,Creature,Flying,1,life,1,2,0.6666666666666666
11635,Dovin's Acuity,2019,3.0,Multicolor,Enchantment,,0,"card_advantage, life",2,2,0.6666666666666666
11636,Stickytongue Sentinel,2024,3.0,Green,Creature,Reach,1,,1,2,0.6666666666666666
11637,The Masamune,2025,3.0,Colorless,Artifact,Equip,1,,1,2,0.6666666666666666
11638,Trufflesnout,2020,3.0,Green,Creature,,0,"counters, life",2,2,0.6666666666666666
11639,Marble Gargoyle,2021,3.0,White,Creature,Flying,1,pump,1,2,0.6666666666666666
11640,Akroan Sergeant,2015,3.0,Red,Creature,"Renown, First strike",2,,0,2,0.6666666666666666
11641,Temur Banner,2014,3.0,Colorless,Artifact,,0,"card_advantage, ramp",2,2,0.6666666666666666
11642,Quandrix Pledgemage,2021,3.0,Colorless,Creature,Magecraft,1,counters,1,2,0.6666666666666666
11643,Teferi's Honor Guard,1997,3.0,White,Creature,Flanking,1,blink,1,2,0.6666666666666666
11644,"Prowler, Misguided Mentor",2025,3.0,Green,Creature,,0,"counters, evasion",2,2,0.6666666666666666
11645,Incite War,2003,3.0,Red,Instant,Entwine,1,,1,2,0.6666666666666666
11646,Dryad's Revival,2021,3.0,Green,Sorcery,Flashback,1,graveyard,1,2,0.6666666666666666
11647,Pothole Mole,2025,3.0,Green,Creature,Mill,1,graveyard,1,2,0.6666666666666666
11648,Mordor Trebuchet,2023,3.0,Black,Creature,Defender,1,tokens,1,2,0.6666666666666666
11649,Uncle Iroh,2025,3.0,Colorless,Creature,Firebending,1,ramp,1,2,0.6666666666666666
11650,Orzhov Locket,2019,3.0,Colorless,Artifact,,0,"card_advantage, ramp",2,2,0.6666666666666666
11651,Contractual Safeguard,2022,3.0,White,Instant,Addendum,1,counters,1,2,0.6666666666666666
11652,Consign to Dust,2014,3.0,Green,Instant,Strive,1,,1,2,0.6666666666666666
11653,Riptide Crab,2000,3.0,Multicolor,Creature,Vigilance,1,card_advantage,1,2,0.6666666666666666
11654,Exosuit Savior,2025,3.0,White,Creature,Flying,1,,1,2,0.6666666666666666
11655,Nimble Brigand,2024,3.0,Blue,Creature,,0,"card_advantage, evasion",2,2,0.6666666666666666
11656,"Sandman, Shifting Scoundrel",2025,3.0,Green,Creature,,0,"graveyard, evasion",2,2,0.6666666666666666
11657,Arachnus Web,2011,3.0,Green,Enchantment,Enchant,1,stax,1,2,0.6666666666666666
11658,Oath of Kaya,2019,3.0,Multicolor,Enchantment,,0,"direct_damage, life",2,2,0.6666666666666666
11659,Glimmerdust Nap,2007,3.0,Blue,Enchantment,Enchant,1,stax,1,2,0.6666666666666666
11660,Resurrected Cultist,2024,3.0,Black,Creature,Delirium,1,graveyard,1,2,0.6666666666666666
11661,Makeshift Battalion,2019,3.0,White,Creature,Battalion,1,counters,1,2,0.6666666666666666
11662,Cultivate,2010,3.0,Green,Sorcery,,0,"ramp, tutor",2,2,0.6666666666666666
11663,Abzan Falconer,2014,3.0,White,Creature,Outlast,1,,1,2,0.6666666666666666
11664,Viridian Corrupter,2011,3.0,Green,Creature,Infect,1,removal,1,2,0.6666666666666666
11665,Blood Ogre,2011,3.0,Red,Creature,"Bloodthirst, First strike",2,,0,2,0.6666666666666666
11666,Putrid Cyclops,2007,3.0,Black,Creature,Scry,1,removal,1,2,0.6666666666666666
11667,Stonehands,1995,3.0,Red,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11668,Icequake,1995,3.0,Black,Sorcery,,0,"removal, direct_damage",2,2,0.6666666666666666
11669,Plaxcaster Frogling,2006,3.0,Multicolor,Creature,Graft,1,,1,2,0.6666666666666666
11670,Pygmy Allosaurus,1995,3.0,Green,Creature,"Landwalk, Swampwalk",2,,0,2,0.6666666666666666
11671,Elite Spellbinder,2021,3.0,White,Creature,Flying,1,,1,2,0.6666666666666666
11672,Harness by Force,2014,3.0,Red,Sorcery,Strive,1,steal,1,2,0.6666666666666666
11673,Tormod's Cryptkeeper,2021,3.0,Colorless,Creature,Vigilance,1,removal,1,2,0.6666666666666666
11674,Counterflux,2012,3.0,Multicolor,Instant,Overload,1,counterspell,1,2,0.6666666666666666
11675,No Way Out,2021,3.0,Black,Sorcery,,0,"tokens, discard",2,2,0.6666666666666666
11676,Indentured Djinn,1999,3.0,Blue,Creature,Flying,1,,1,2,0.6666666666666666
11677,Mind Ravel,1995,3.0,Black,Sorcery,,0,"card_advantage, discard",2,2,0.6666666666666666
11678,Unstable Hulk,2003,3.0,Red,Creature,Morph,1,pump,1,2,0.6666666666666666
11679,Storm Fleet Sprinter,2018,3.0,Multicolor,Creature,Haste,1,evasion,1,2,0.6666666666666666
11680,Light Up the Stage,2019,3.0,Red,Sorcery,Spectacle,1,,1,2,0.6666666666666666
11681,Voracious Vermin,2023,3.0,Black,Creature,,0,"tokens, counters",2,2,0.6666666666666666
11682,Galadriel of Lothlórien,2023,3.0,Multicolor,Creature,Scry,1,,1,2,0.6666666666666666
11683,Anurid Scavenger,2002,3.0,Green,Creature,Protection,1,graveyard,1,2,0.6666666666666666
11684,Helionaut,2001,3.0,White,Creature,Flying,1,ramp,1,2,0.6666666666666666
11685,Elvish Guidance,2002,3.0,Green,Enchantment,Enchant,1,,1,2,0.6666666666666666
11686,Etherium Astrolabe,2008,3.0,Blue,Artifact,Flash,1,card_advantage,1,2,0.6666666666666666
11687,Haunting Misery,1997,3.0,Black,Sorcery,,0,"direct_damage, graveyard",2,2,0.6666666666666666
11688,Wojek Bodyguard,2018,3.0,Red,Creature,Mentor,1,stax,1,2,0.6666666666666666
11689,Ghitu Slinger,1999,3.0,Red,Creature,Echo,1,direct_damage,1,2,0.6666666666666666
11690,Cinderbones,2008,3.0,Black,Creature,Wither,1,protection,1,2,0.6666666666666666
11691,Prismatic Strands,2002,3.0,White,Instant,Flashback,1,protection,1,2,0.6666666666666666
11692,Hanabi Blast,2004,3.0,Red,Instant,,0,"direct_damage, discard",2,2,0.6666666666666666
11693,Timely Ward,2020,3.0,White,Enchantment,Enchant,1,,1,2,0.6666666666666666
11694,Mirran Spy,2011,3.0,Blue,Creature,Flying,1,,1,2,0.6666666666666666
11695,Golem Foundry,2010,3.0,Colorless,Artifact,,0,"tokens, counters",2,2,0.6666666666666666
11696,Crater Elemental,2015,3.0,Red,Creature,Formidable,1,direct_damage,1,2,0.6666666666666666
11697,Soul Kiss,1995,3.0,Black,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11698,Dualcaster Mage,2014,3.0,Red,Creature,Flash,1,,1,2,0.6666666666666666
11699,Kytheon's Tactics,2015,3.0,White,Sorcery,Spell mastery,1,pump,1,2,0.6666666666666666
11700,Yuan-Ti Fang-Blade,2021,3.0,Black,Creature,"Venture into the dungeon, Deathtouch",2,,0,2,0.6666666666666666
11701,Sound the Call,2006,3.0,Green,Sorcery,,0,"tokens, pump",2,2,0.6666666666666666
11702,Anje's Ravager,2019,3.0,Red,Creature,Madness,1,card_advantage,1,2,0.6666666666666666
11703,Ventifact Bottle,1996,3.0,Colorless,Artifact,,0,"counters, ramp",2,2,0.6666666666666666
11704,Illusionary Presence,1995,3.0,Blue,Creature,Cumulative upkeep,1,evasion,1,2,0.6666666666666666
11705,Nahiri's Binding,2020,3.0,White,Enchantment,Enchant,1,stax,1,2,0.6666666666666666
11706,"A-Harald, King of Skemfar",2021,3.0,Multicolor,Creature,Menace,1,,1,2,0.6666666666666666
11707,Earthbending Student,2025,3.0,Green,Creature,Earthbend,1,,1,2,0.6666666666666666
11708,Tizerus Charger,2021,3.0,Black,Creature,Escape,1,graveyard,1,2,0.6666666666666666
11709,Gríma Wormtongue,2023,3.0,Black,Creature,Amass,1,,1,2,0.6666666666666666
11710,Breya's Apprentice,2021,3.0,Red,Creature,,0,"tokens, pump",2,2,0.6666666666666666
11711,Grisly Survivor,2017,3.0,Black,Creature,,0,"discard, pump",2,2,0.6666666666666666
11712,Wall of Bone,1993,3.0,Black,Creature,Defender,1,protection,1,2,0.6666666666666666
11713,May the Mana Be with You,2025,3.0,Colorless,Sorcery,Demonstrate,1,tokens,1,2,0.6666666666666666
11714,Magmakin Artillerist,2025,3.0,Red,Creature,Cycling,1,direct_damage,1,2,0.6666666666666666
11715,Gleeful Arsonist,2024,3.0,Red,Creature,Undying,1,,1,2,0.6666666666666666
11716,Primal Boost,2002,3.0,Green,Instant,Cycling,1,pump,1,2,0.6666666666666666
11717,Body Count,2022,3.0,Black,Instant,Spectacle,1,card_advantage,1,2,0.6666666666666666
11718,Weatherseed Faeries,1999,3.0,Blue,Creature,"Flying, Protection",2,,0,2,0.6666666666666666
11719,Trespasser il-Vec,2006,3.0,Black,Creature,,0,"discard, evasion",2,2,0.6666666666666666
11720,Hungry Megasloth,2024,3.0,Green,Creature,Reach,1,counters,1,2,0.6666666666666666
11721,Jennika's Technique,2026,3.0,Red,Instant,Sneak,1,direct_damage,1,2,0.6666666666666666
11722,"Sokka, Swordmaster",2025,3.0,White,Creature,Vigilance,1,ramp,1,2,0.6666666666666666
11723,Exterminate!,2023,3.0,Black,Sorcery,Replicate,1,removal,1,2,0.6666666666666666
11724,Face of Divinity,2019,3.0,White,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11725,Hekma Sentinels,2017,3.0,Blue,Creature,,0,"discard, pump",2,2,0.6666666666666666
11726,Saw It Coming,2021,3.0,Blue,Instant,Foretell,1,counterspell,1,2,0.6666666666666666
11727,Molten Gatekeeper,2024,3.0,Red,Creature,Unearth,1,direct_damage,1,2,0.6666666666666666
11728,Ingenious Skaab,2016,3.0,Blue,Creature,Prowess,1,pump,1,2,0.6666666666666666
11729,Neurok Prodigy,2004,3.0,Blue,Creature,Flying,1,,1,2,0.6666666666666666
11730,Scrapskin Drake,2012,3.0,Blue,Creature,Flying,1,,1,2,0.6666666666666666
11731,Augmenter Pugilist // Echoing Equation,2021,3.0,Green,Creature,Trample,1,pump,1,2,0.6666666666666666
11732,Retreat to Valakut,2015,3.0,Red,Enchantment,Landfall,1,pump,1,2,0.6666666666666666
11733,Verduran Emissary,2000,3.0,Green,Creature,Kicker,1,removal,1,2,0.6666666666666666
11734,D'Avenant Healer,2006,3.0,White,Creature,,0,"direct_damage, protection",2,2,0.6666666666666666
11735,Flowstone Channeler,2006,3.0,Red,Creature,,0,"discard, pump",2,2,0.6666666666666666
11736,Illusory Demon,2009,3.0,Multicolor,Creature,Flying,1,,1,2,0.6666666666666666
11737,Pearl of Wisdom,2024,3.0,Blue,Sorcery,,0,"card_advantage, ramp",2,2,0.6666666666666666
11738,Soulherder,2019,3.0,Multicolor,Creature,,0,"counters, blink",2,2,0.6666666666666666
11739,"Esika, God of the Tree // The Prismatic Bridge",2021,3.0,Green,Creature,Vigilance,1,ramp,1,2,0.6666666666666666
11740,Treetop Freedom Fighters,2025,3.0,Red,Creature,Haste,1,tokens,1,2,0.6666666666666666
11741,Serum Visionary,2024,3.0,Blue,Creature,Scry,1,card_advantage,1,2,0.6666666666666666
11742,Stealth Mission,2019,3.0,Blue,Sorcery,,0,"counters, evasion",2,2,0.6666666666666666
11743,Brawler's Plate,2014,3.0,Colorless,Artifact,Equip,1,pump,1,2,0.6666666666666666
11744,Bhaal's Invoker,2022,3.0,Red,Creature,Scorching Ray,1,direct_damage,1,2,0.6666666666666666
11745,Invigorate,1999,3.0,Green,Instant,,0,"life, pump",2,2,0.6666666666666666
11746,Weftstalker Ardent,2025,3.0,Red,Creature,Warp,1,direct_damage,1,2,0.6666666666666666
11747,"Gix, Yawgmoth Praetor",2022,3.0,Black,Creature,,0,"card_advantage, ramp",2,2,0.6666666666666666
11748,Elite Cat Warrior,1997,3.0,Green,Creature,"Landwalk, Forestwalk",2,,0,2,0.6666666666666666
11749,Molten Nursery,2015,3.0,Red,Enchantment,Devoid,1,direct_damage,1,2,0.6666666666666666
11750,Legion's Chant,2023,3.0,White,Sorcery,Intensity,1,graveyard,1,2,0.6666666666666666
11751,Rideable Mantis,2025,3.0,White,Creature,Saddle,1,,1,2,0.6666666666666666
11752,Divine Sacrament,2001,3.0,White,Enchantment,Threshold,1,pump,1,2,0.6666666666666666
11753,Kinsbaile Courier,2020,3.0,White,Creature,Encore,1,counters,1,2,0.6666666666666666
11754,Xathrid Slyblade,2014,3.0,Black,Creature,Hexproof,1,,1,2,0.6666666666666666
11755,Oasis of Renewal,2025,3.0,Multicolor,Enchantment,Seek,1,,1,2,0.6666666666666666
11756,Lock and Load,2024,3.0,Blue,Sorcery,Plot,1,card_advantage,1,2,0.6666666666666666
11757,"Ashiok, Dream Render",2019,3.0,Colorless,Planeswalker,Mill,1,,1,2,0.6666666666666666
11758,"Glorfindel, Dauntless Rescuer",2023,3.0,Green,Creature,,0,"pump, evasion",2,2,0.6666666666666666
11759,"A-Radha, Coalition Warlord",2022,3.0,Multicolor,Creature,Domain,1,pump,1,2,0.6666666666666666
11760,Runaway Trash-Bot,2022,3.0,Colorless,Creature,Trample,1,pump,1,2,0.6666666666666666
11761,Sultai Banner,2014,3.0,Colorless,Artifact,,0,"card_advantage, ramp",2,2,0.6666666666666666
11762,Nettling Curse,2006,3.0,Black,Enchantment,Enchant,1,,1,2,0.6666666666666666
11763,Bloodhusk Ritualist,2010,3.0,Black,Creature,Multikicker,1,discard,1,2,0.6666666666666666
11764,Necrogen Scudder,2010,3.0,Black,Creature,Flying,1,,1,2,0.6666666666666666
11765,Bontu's Monument,2017,3.0,Colorless,Artifact,,0,"ramp, life",2,2,0.6666666666666666
11766,Whetstone,1998,3.0,Colorless,Artifact,Mill,1,,1,2,0.6666666666666666
11767,Thornwind Faeries,1999,3.0,Blue,Creature,Flying,1,direct_damage,1,2,0.6666666666666666
11768,Makeshift Binding,2024,3.0,White,Enchantment,,0,"removal, life",2,2,0.6666666666666666
11769,"A-Nadu, Winged Wisdom",2024,3.0,Multicolor,Creature,Flying,1,,1,2,0.6666666666666666
11770,Sting-Slinger,2026,3.0,Red,Creature,Blight,1,direct_damage,1,2,0.6666666666666666
11771,Pardic Swordsmith,2001,3.0,Red,Creature,,0,"discard, pump",2,2,0.6666666666666666
11772,Necropotence,1995,3.0,Black,Enchantment,,0,"graveyard, discard",2,2,0.6666666666666666
11773,Mage's Attendant,2022,3.0,White,Creature,,0,"tokens, counterspell",2,2,0.6666666666666666
11774,Claws of Valakut,2010,3.0,Red,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11775,Fervent Cathar,2012,3.0,Red,Creature,Haste,1,,1,2,0.6666666666666666
11776,Tatterkite,2008,3.0,Colorless,Creature,Flying,1,,1,2,0.6666666666666666
11777,Luminous Wake,2010,3.0,White,Enchantment,Enchant,1,life,1,2,0.6666666666666666
11778,Eagle of the Watch,2014,3.0,White,Creature,"Flying, Vigilance",2,,0,2,0.6666666666666666
11779,Pilgrim of Justice,2001,3.0,White,Creature,Protection,1,protection,1,2,0.6666666666666666
